monitor,pollutant,slope,intercept,r2,rmse,n_points,method,reference_monitor,colocation_start,colocation_end,fitted_on,window_name
MOD-PM-01055,pm1,1.0326194372020112,-0.7149412804400077,0.9781311070507978,1.7335152242540022,21585,fleet_avg,NA,2023-08-16T00:00:00Z,2023-09-20T00:00:00Z,2025-10-12,window1
MOD-PM-01056,pm1,1.053092717398496,0.05841915813771396,0.9871170572711494,1.1036821505358767,31902,fleet_avg,NA,2023-08-16T00:00:00Z,2023-09-20T00:00:00Z,2025-10-12,window1
MOD-PM-01057,pm1,1.0432981760319644,0.1135840240461438,0.9828530544575624,1.5578979456439543,29603,fleet_avg,NA,2023-08-16T00:00:00Z,2023-09-20T00:00:00Z,2025-10-12,window1
MOD-PM-01058,pm1,1.113418401729761,0.4644993530177486,0.9827028785988688,1.3389417387776994,15700,fleet_avg,NA,2023-08-16T00:00:00Z,2023-09-20T00:00:00Z,2025-10-12,window1
MOD-PM-01059,pm1,1.0447143537297172,0.43477567134658346,0.9526668733476156,2.4562627674847217,35093,fleet_avg,NA,2023-08-16T00:00:00Z,2023-09-20T00:00:00Z,2025-10-12,window1
MOD-PM-01060,pm1,1.090017694714649,-0.09969276426251812,0.9862062487454748,1.3191462807566006,25438,fleet_avg,NA,2023-08-16T00:00:00Z,2023-09-20T00:00:00Z,2025-10-12,window1
MOD-PM-00871,pm1,0.9161120608099914,2.8432520417601825,0.9731691877134891,8.512631568923922,26341,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01072,pm1,0.7972483160244394,0.3492247041002687,0.9639189819040308,8.349148817317506,30138,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01073,pm1,0.7705540961722813,0.7058823632631628,0.8703480889585257,16.769911543743582,26730,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01074,pm1,0.8078474830879794,1.474735477128844,0.9678014347771976,7.97656646846056,53676,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01075,pm1,0.8284406475712981,2.4321211683527793,0.9352214340116282,12.03470883083274,26239,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01076,pm1,0.8506663309080242,0.1067674095449261,0.9814617695146906,5.926221006375148,30814,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01077,pm1,0.9124605884712126,5.372613247490015,0.9731335506768318,7.889334738640154,44934,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01078,pm1,0.7662922590273565,1.6829791290169722,0.973259621542117,6.764081247509376,52931,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01079,pm1,0.8111158717655259,3.632234914539695,0.9699885989728166,7.818016903941635,49119,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01082,pm1,0.772719593861514,-0.7050889736815669,0.9635947749240192,8.306717392593725,29859,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01083,pm1,0.7800825059130415,3.7895537199125746,0.9782101765147384,6.274800411911582,52977,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01084,pm1,0.7767680761466195,1.85778219162412,0.9808925407781756,5.505009029704779,33568,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01085,pm1,0.7933785729963442,3.728618331014885,0.977290423495448,6.5160698301085,52919,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01086,pm1,0.7553516654987638,1.6708683659343098,0.9736563425553716,6.71737934700729,52736,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01087,pm1,0.7630758668863034,0.6798043005479198,0.9732912515081272,6.967111321221756,47121,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01088,pm1,0.8292319607419841,1.1180227822053557,0.9759333308300228,7.257243916966563,40422,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01089,pm1,0.7505141189108397,2.2018278017428163,0.9707455581991516,7.052020489430573,53792,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01090,pm1,0.7976424074503764,5.196620528203333,0.9576673572890204,9.152507622683029,46928,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-01092,pm1,0.7100220184468276,3.82846232216249,0.9494344541864296,8.55732661221254,50327,coloc_vs_corrected_ref,MOD-PM-00884,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-10-14,window2_new_monitors
MOD-PM-00871,pm1,1.12706285155628,-2.158942158593945,0.9795704773003354,7.356723867286931,27296,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01072,pm1,0.9836402810987955,-5.404957759224241,0.9684529488873481,7.697521839346138,30941,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01073,pm1,0.9680806896655847,-5.737520956388624,0.8911396175711086,15.36948788198452,26976,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01074,pm1,0.9997355582622791,-4.757896992870764,0.9524607393914383,9.594491721821619,55990,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01075,pm1,1.0290276489367876,-3.4536060554767607,0.9566590015802913,9.780147125092219,26267,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01076,pm1,1.0300079755956855,-5.00819281350856,0.9435753771128987,10.266735392294487,31923,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01077,pm1,1.110487966998958,-0.6057263253730333,0.9387020325140514,11.79426273713267,47234,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01078,pm1,0.9427639824007944,-3.784405844271369,0.952864347355797,8.877617751608241,55116,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01079,pm1,1.0102383501233236,-3.6401567930678764,0.9562438489567575,9.362613987022138,51098,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01082,pm1,0.9608666824276273,-5.96882423366399,0.9781072527702662,6.358945501315341,30915,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01083,pm1,0.9646634634148556,-2.1865238813622327,0.9614185638538755,8.277637458223342,55132,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01084,pm1,0.947614331933681,-3.052423757717415,0.9533499724977061,8.531389595957455,34853,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01085,pm1,0.9834142079018228,-2.538143694903465,0.9641923196518853,8.106206964215986,55444,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01086,pm1,0.9353524045878377,-4.257451550011546,0.9584533102019719,8.365093378309762,54808,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01087,pm1,0.948323845029379,-5.3024837812397925,0.9591607879656531,8.576099798317822,48148,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01088,pm1,1.0326468529300956,-4.968468978103487,0.9717681335200417,7.790918987482517,42349,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01089,pm1,0.928919799743157,-3.516474752222892,0.9588360509522065,8.270296031663218,56126,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01090,pm1,0.9950545372988867,-0.6264070597607505,0.9597463596845268,8.84456746055806,48901,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01092,pm1,0.8687575006607856,-0.6278871073174326,0.9281791510039294,10.05357724464224,52658,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
MOD-PM-01093,pm1,1.3161851739646317,2.5338920936014935,0.5189737744832704,46.21457712542401,12208,fleet_avg,NA,2024-12-16T00:00:00Z,2025-01-25T00:00:00Z,2025-12-15,window2_new_monitors
