row_id,monitor,date_hour,date,hour,season,sin_hour,cos_hour,season_binary,mod_pm25,mod_pm1,mod_pm10,mod_temp,mod_rh,grimm_pm25,split_day_block
102,MOD-PM-00884,2025-08-17T08:00:00Z,2025-08-17,8,Not Harmattan,0.8660254037844387,-0.49999999999999983,0,8.780202335218759,8.90309599967888,11.831005019519152,25.5045,74.30066666666667,10.836666666666666,test
103,MOD-PM-00884,2025-08-17T09:00:00Z,2025-08-17,9,Not Harmattan,0.7071067811865476,-0.7071067811865475,0,6.600675346853043,6.9046324450451095,10.014624487377157,26.816333333333333,70.22583333333333,8.68,test
104,MOD-PM-00884,2025-08-17T10:00:00Z,2025-08-17,10,Not Harmattan,0.49999999999999994,-0.8660254037844387,0,5.180050189828018,5.405816522394854,8.67380385211066,28.41036363636364,64.784,5.905,test
105,MOD-PM-00884,2025-08-17T11:00:00Z,2025-08-17,11,Not Harmattan,0.258819045102521,-0.9659258262890682,0,11.838816231353343,11.826129714750255,13.787160617188643,28.999,62.834833333333336,4.58,test
106,MOD-PM-00884,2025-08-17T12:00:00Z,2025-08-17,12,Not Harmattan,1.2246467991473532e-16,-1,0,7.032885697789237,7.303347846327226,10.6292555103988,29.670333333333332,61.144666666666666,7.56,test
107,MOD-PM-00884,2025-08-17T13:00:00Z,2025-08-17,13,Not Harmattan,-0.2588190451025208,-0.9659258262890683,0,7.921960436664779,8.174538593331295,11.194708466272726,31.4235,56.19266666666667,4.681666666666667,test
108,MOD-PM-00884,2025-08-17T14:00:00Z,2025-08-17,14,Not Harmattan,-0.4999999999999998,-0.8660254037844388,0,10.763557416247547,10.849519739573536,13.492550493205702,32.616,53.107166666666664,4.376666666666667,test
109,MOD-PM-00884,2025-08-17T15:00:00Z,2025-08-17,15,Not Harmattan,-0.7071067811865471,-0.7071067811865479,0,12.993228554316122,12.95727652434886,15.457444995480811,32.942166666666665,52.06366666666667,5.331666666666667,test
110,MOD-PM-00884,2025-08-17T16:00:00Z,2025-08-17,16,Not Harmattan,-0.8660254037844384,-0.5000000000000004,0,15.638164216398128,15.448030954900997,16.913855350386985,31.82283333333333,55.255833333333335,6.3116666666666665,test
111,MOD-PM-00884,2025-08-17T17:00:00Z,2025-08-17,17,Not Harmattan,-0.9659258262890683,-0.25881904510252063,0,24.676264848648003,23.96062882024771,24.104678017705844,29.475,62.285833333333336,7.66,test
112,MOD-PM-00884,2025-08-17T18:00:00Z,2025-08-17,18,Not Harmattan,-1,-1.8369701987210297e-16,0,20.36613149620985,19.808755807871545,21.17183526063252,27.781,67.478,12.756666666666666,test
113,MOD-PM-00884,2025-08-17T19:00:00Z,2025-08-17,19,Not Harmattan,-0.9659258262890684,0.2588190451025203,0,13.61245476410751,13.537178977465716,15.59445458486729,26.726,70.48383333333334,11.631666666666668,test
114,MOD-PM-00884,2025-08-17T20:00:00Z,2025-08-17,20,Not Harmattan,-0.8660254037844386,0.5000000000000001,0,18.78235942186163,18.395812312973415,19.40603923778996,26.166666666666668,73.4975,8.541666666666666,test
115,MOD-PM-00884,2025-08-17T21:00:00Z,2025-08-17,21,Not Harmattan,-0.7071067811865477,0.7071067811865474,0,11.655364695204495,11.69748976332803,13.829922779689197,25.368666666666662,75.684,12.708333333333334,test
116,MOD-PM-00884,2025-08-17T22:00:00Z,2025-08-17,22,Not Harmattan,-0.5000000000000004,0.8660254037844384,0,9.131965890474683,9.29515492188531,11.915660194875942,24.932333333333332,78.23333333333333,8.673333333333334,test
117,MOD-PM-00884,2025-08-17T23:00:00Z,2025-08-17,23,Not Harmattan,-0.25881904510252157,0.9659258262890681,0,9.300955141628648,9.446772585456086,12.14669597305706,24.4495,81.65566666666666,7.178333333333334,test
118,MOD-PM-00884,2025-08-18T00:00:00Z,2025-08-18,0,Not Harmattan,0,1,0,5.3928722387803925,5.785670617070601,8.958907921223409,24.076666666666668,82.07966666666667,8.951666666666666,train
119,MOD-PM-00884,2025-08-18T01:00:00Z,2025-08-18,1,Not Harmattan,0.25881904510252074,0.9659258262890683,0,3.960379940045669,4.454827898924311,7.757558929337274,23.691206896551723,82.36844827586206,5.946666666666666,train
120,MOD-PM-00884,2025-08-18T02:00:00Z,2025-08-18,2,Not Harmattan,0.49999999999999994,0.8660254037844387,0,3.9395265165161577,4.413552336222758,7.689059973087683,23.981428571428573,81.56821428571429,4.828333333333333,train
121,MOD-PM-00884,2025-08-18T03:00:00Z,2025-08-18,3,Not Harmattan,0.7071067811865475,0.7071067811865476,0,4.397431654456,4.830115598536317,8.214263009839602,23.820172413793102,81.7598275862069,4.781666666666666,train
122,MOD-PM-00884,2025-08-18T04:00:00Z,2025-08-18,4,Not Harmattan,0.8660254037844386,0.5000000000000001,0,4.042799143067252,4.482949101636925,7.788831968890588,23.598620689655174,81.72103448275863,5.296666666666667,train
123,MOD-PM-00884,2025-08-18T05:00:00Z,2025-08-18,5,Not Harmattan,0.9659258262890683,0.25881904510252074,0,3.99527994759082,4.439965256188444,7.806952785362203,23.724833333333333,81.6925,5.045,train
124,MOD-PM-00884,2025-08-18T06:00:00Z,2025-08-18,6,Not Harmattan,1,6.123233995736766e-17,0,5.514327527771946,5.601020657046199,9.479338925521546,23.493666666666662,82.57166666666667,4.901666666666666,train
125,MOD-PM-00884,2025-08-18T07:00:00Z,2025-08-18,7,Not Harmattan,0.9659258262890683,-0.25881904510252063,0,5.888522382203612,6.114666133467487,9.62339652838742,24.2355,78.25233333333334,7.27,train
126,MOD-PM-00884,2025-08-18T08:00:00Z,2025-08-18,8,Not Harmattan,0.8660254037844387,-0.49999999999999983,0,6.873236023928446,7.056981167011483,10.586050871715685,26.609833333333334,71.06033333333333,6.598333333333334,train
127,MOD-PM-00884,2025-08-18T09:00:00Z,2025-08-18,9,Not Harmattan,0.7071067811865476,-0.7071067811865475,0,7.068979697372019,7.269815352023982,10.774814371741227,28.463666666666665,65.05966666666667,6.7299999999999995,train
128,MOD-PM-00884,2025-08-18T10:00:00Z,2025-08-18,10,Not Harmattan,0.49999999999999994,-0.8660254037844387,0,10.000689323370782,10.035870983654382,13.198461859009353,30.520166666666668,59.12883333333333,6.238333333333333,train
129,MOD-PM-00884,2025-08-18T11:00:00Z,2025-08-18,11,Not Harmattan,0.258819045102521,-0.9659258262890682,0,7.974306932104893,8.139370836827377,11.550348698007753,32.539833333333334,52.564166666666665,7.145,train
130,MOD-PM-00884,2025-08-18T12:00:00Z,2025-08-18,12,Not Harmattan,1.2246467991473532e-16,-1,0,8.411921186933425,8.541626099814481,11.933959745569084,29.799166666666668,59.395833333333336,5.678333333333334,train
131,MOD-PM-00884,2025-08-18T13:00:00Z,2025-08-18,13,Not Harmattan,-0.2588190451025208,-0.9659258262890683,0,15.012290185214656,14.806469497629296,16.89296415348169,30.018166666666666,59.9525,6.038333333333333,train
132,MOD-PM-00884,2025-08-18T14:00:00Z,2025-08-18,14,Not Harmattan,-0.4999999999999998,-0.8660254037844388,0,15.631353258284769,15.39558713420642,17.1215347072171,32.57333333333333,51.53216666666667,9.0216666666666665,train
133,MOD-PM-00884,2025-08-18T15:00:00Z,2025-08-18,15,Not Harmattan,-0.7071067811865471,-0.7071067811865479,0,12.899506507941847,12.79036434960707,15.128511361907629,31.514666666666667,54.401,8.33,train
134,MOD-PM-00884,2025-08-18T16:00:00Z,2025-08-18,16,Not Harmattan,-0.8660254037844384,-0.5000000000000004,0,15.627111703531536,15.346779367110994,17.275911486769175,31.254,55.5325,7.58,train
135,MOD-PM-00884,2025-08-18T17:00:00Z,2025-08-18,17,Not Harmattan,-0.9659258262890683,-0.25881904510252063,0,16.96935986202751,16.588963011501036,18.25400508832473,29.483166666666666,60.7105,8.986666666666666,train
136,MOD-PM-00884,2025-08-18T18:00:00Z,2025-08-18,18,Not Harmattan,-1,-1.8369701987210297e-16,0,22.44592077160416,21.62562830471511,23.481229076474552,27.803166666666662,66.8475,10.186666666666667,train
137,MOD-PM-00884,2025-08-18T19:00:00Z,2025-08-18,19,Not Harmattan,-0.9659258262890684,0.2588190451025203,0,26.895168963112223,25.9599003867924,25.95394401184475,26.841833333333337,70.502,14.483333333333334,train
138,MOD-PM-00884,2025-08-18T20:00:00Z,2025-08-18,20,Not Harmattan,-0.8660254037844386,0.5000000000000001,0,23.429574024640683,22.668309960622867,23.67746726344125,26.114333333333335,73.71433333333333,18.783333333333335,train
139,MOD-PM-00884,2025-08-18T21:00:00Z,2025-08-18,21,Not Harmattan,-0.7071067811865477,0.7071067811865474,0,21.03552224779425,20.427904553804588,21.339028046758116,25.358666666666668,76.80183333333333,16.838333333333335,train
140,MOD-PM-00884,2025-08-18T22:00:00Z,2025-08-18,22,Not Harmattan,-0.5000000000000004,0.8660254037844384,0,13.632765285906634,13.461245096217924,15.614524040290684,24.717166666666667,78.98116666666667,16.426666666666666,train
